🌺重要公告🌸,#genre#
菠萝说电影,http://maomao.kandiantv.cn/douyu1.php?id=3714736 
文曰小强,http://maomao.kandiantv.cn/douyu1.php?id=2680501 
夜与白鲸V,http://maomao.kandiantv.cn/douyu1.php?id=9734515 
竹公子有礼了,http://maomao.kandiantv.cn/douyu1.php?id=8887432 
电影刘油果,http://maomao.kandiantv.cn/douyu1.php?id=3985805 
童乐说电影,http://maomao.kandiantv.cn/douyu1.php?id=9660704 
贰哥电影,http://maomao.kandiantv.cn/douyu1.php?id=9338867 
雪輝TnT,http://maomao.kandiantv.cn/douyu1.php?id=8936207 
秀才侃娱乐,http://maomao.kandiantv.cn/douyu1.php?id=9382873 
冬粮说故事,http://maomao.kandiantv.cn/douyu1.php?id=5192695 
伯乐说电影V,http://maomao.kandiantv.cn/douyu1.php?id=9386057 
北大落说大片,http://maomao.kandiantv.cn/douyu1.php?id=8828811 
胶片看电影,http://maomao.kandiantv.cn/douyu1.php?id=3715426 
宇哥讲电影,http://maomao.kandiantv.cn/douyu1.php?id=2104744 
怪味爆米花电影,http://maomao.kandiantv.cn/douyu1.php?id=9422144 
鸡哥聊电影,http://maomao.kandiantv.cn/douyu1.php?id=5067952 
女汉子说电影,http://maomao.kandiantv.cn/douyu1.php?id=9395966 
安小闫说电影x,http://maomao.kandiantv.cn/douyu1.php?id=1842621 
快看张不止,http://maomao.kandiantv.cn/douyu1.php?id=8413226 
小姐姐Bie跑哦,http://maomao.kandiantv.cn/douyu1.php?id=8666258 
大坑侦探社,http://maomao.kandiantv.cn/douyu1.php?id=9440339 
怪事屋,http://maomao.kandiantv.cn/douyu1.php?id=8706084 
听wo姐说,http://maomao.kandiantv.cn/douyu1.php?id=8830082 
罗叔说戏,http://maomao.kandiantv.cn/douyu1.php?id=9788756 
高能恐怖片段君,http://maomao.kandiantv.cn/douyu1.php?id=10401475
飞碟说官方,http://maomao.kandiantv.cn/douyu1.php?id=1449125 
爱吃素的汉尼拔VV,http://maomao.kandiantv.cn/douyu1.php?id=6361974 
小岛讲电影,http://maomao.kandiantv.cn/douyu1.php?id=9390955 
电影黑匣子,http://maomao.kandiantv.cn/douyu1.php?id=8706652 
三代鹿人v,http://maomao.kandiantv.cn/douyu1.php?id=9629717 

搞笑院长,http://maomao.kandiantv.cn/douyu1.php?id=8829915 

草泥泥影院,http://maomao.kandiantv.cn/douyu1.php?id=9091049 

17号说动漫,http://maomao.kandiantv.cn/douyu1.php?id=9822277 

博然讲电影,http://maomao.kandiantv.cn/douyu1.php?id=9561992 

不二真探,http://maomao.kandiantv.cn/douyu1.php?id=10319545 

沉郁观影,http://maomao.kandiantv.cn/douyu1.php?id=9393577 

二哈讲电影,http://maomao.kandiantv.cn/douyu1.php?id=8778280 

阿轩速看,http://maomao.kandiantv.cn/douyu1.php?id=9542676 

哦小儛电影嘚啵嘚,http://maomao.kandiantv.cn/douyu1.php?id=8362978 


小侠来了,http://maomao.kandiantv.cn/douyu1.php?id=9734042 

天堂电影1895,http://maomao.kandiantv.cn/douyu1.php?id=9573592 

小青放映社,http://maomao.kandiantv.cn/douyu1.php?id=9314689 

涛浪浪电影,http://maomao.kandiantv.cn/douyu1.php?id=5424258 

火龙果讲电影本人,http://maomao.kandiantv.cn/douyu1.php?id=2039501 

沫子瞪片,http://maomao.kandiantv.cn/douyu1.php?id=8783035 

ttDS女老诗,http://maomao.kandiantv.cn/douyu1.php?id=563536 

好看不见的罗杰,http://maomao.kandiantv.cn/douyu1.php?id=8821917 

据说放映室,http://maomao.kandiantv.cn/douyu1.php?id=8837964 

香菜碎碎念鸭,http://maomao.kandiantv.cn/douyu1.php?id=9663665 

小丽说电影,http://maomao.kandiantv.cn/douyu1.php?id=9368016 

在阿松撩剧,http://maomao.kandiantv.cn/douyu1.php?id=8880843 

苏八拉西吐槽屋,http://maomao.kandiantv.cn/douyu1.php?id=97643 

莫扎金,http://maomao.kandiantv.cn/douyu1.php?id=9272077 

九冢嵬,http://maomao.kandiantv.cn/douyu1.php?id=9393501 

TUOK肖恩,http://maomao.kandiantv.cn/douyu1.php?id=9392433 

ow君热剧,http://maomao.kandiantv.cn/douyu1.php?id=8461020 

电影冷知识,http://maomao.kandiantv.cn/douyu1.php?id=9660835 

猪弟驸马爷,http://maomao.kandiantv.cn/douyu1.php?id=8862501 

崽崽撩电影,http://maomao.kandiantv.cn/douyu1.php?id=8325511 

话龙电竞,http://maomao.kandiantv.cn/douyu1.php?id=9957571 

大熊观影,http://maomao.kandiantv.cn/douyu1.php?id=8851140 

电影漩涡,http://maomao.kandiantv.cn/douyu1.php?id=8706350 

刘也变z,http://maomao.kandiantv.cn/douyu1.php?id=9489079 

大荒电影,http://maomao.kandiantv.cn/douyu1.php?id=3508538 

唐司令说电影,http://maomao.kandiantv.cn/douyu1.php?id=8774345 

我是吃泡面看电影,http://maomao.kandiantv.cn/douyu1.php?id=8851063 

阿木讲电影,http://maomao.kandiantv.cn/douyu1.php?id=532050 

政宗君de情敵,http://maomao.kandiantv.cn/douyu1.php?id=9624330 

腹黑电影,http://maomao.kandiantv.cn/douyu1.php?id=8867878 

鹏友说电影,http://maomao.kandiantv.cn/douyu1.php?id=9445244 

洛克电影,http://maomao.kandiantv.cn/douyu1.php?id=9414884 

第七艺术坊,http://maomao.kandiantv.cn/douyu1.php?id=9737022 

犀利影评,http://maomao.kandiantv.cn/douyu1.php?id=9647845 

白鱼Sakana,http://maomao.kandiantv.cn/douyu1.php?id=9611771 

大壮撞电影,http://maomao.kandiantv.cn/douyu1.php?id=9437349 

小马哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=9396672 

夏夜柚子树,http://maomao.kandiantv.cn/douyu1.php?id=9606419 

卡皮君本人,http://maomao.kandiantv.cn/douyu1.php?id=9050486 

张宇394795,http://maomao.kandiantv.cn/douyu1.php?id=7508566 

淼漫迷,http://maomao.kandiantv.cn/douyu1.php?id=9455567 

每日好电影V,http://maomao.kandiantv.cn/douyu1.php?id=9533302 

野格影视,http://maomao.kandiantv.cn/douyu1.php?id=9931766 

好像视说故事,http://maomao.kandiantv.cn/douyu1.php?id=8891883


看我是瓜皮儿本人a,http://maomao.kandiantv.cn/douyu1.php?id=9665696 

I'm a fan末日说电影,http://maomao.kandiantv.cn/douyu1.php?id=9431125 

MK青凌,http://maomao.kandiantv.cn/douyu1.php?id=9488836 

伦帝电影说,http://maomao.kandiantv.cn/douyu1.php?id=9368091 

流心影者,http://maomao.kandiantv.cn/douyu1.php?id=9447717 

熊猫电影,http://maomao.kandiantv.cn/douyu1.php?id=3506483 


龙又z,http://maomao.kandiantv.cn/douyu1.php?id=9477915 

享看电影,http://maomao.kandiantv.cn/douyu1.php?id=8974130 

微笑影视解说,http://maomao.kandiantv.cn/douyu1.php?id=9476790 


影子叔V,http://maomao.kandiantv.cn/douyu1.php?id=9446338 

花町馆长,http://maomao.kandiantv.cn/douyu1.php?id=2295993 


鹿老尸,http://maomao.kandiantv.cn/douyu1.php?id=857979 

28岁电影,http://maomao.kandiantv.cn/douyu1.php?id=8884164 

驴哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=5376478 

鑫酱盘动漫,http://maomao.kandiantv.cn/douyu1.php?id=9547575 

沂沐啊,http://maomao.kandiantv.cn/douyu1.php?id=9481137 

电影小班长,http://maomao.kandiantv.cn/douyu1.php?id=549693 

迷剧阿菁,http://maomao.kandiantv.cn/douyu1.php?id=9486024 

麦绿素dustdream,http://maomao.kandiantv.cn/douyu1.php?id=9336437 

77说电影,http://maomao.kandiantv.cn/douyu1.php?id=9444320 

电影吐槽汇,http://maomao.kandiantv.cn/douyu1.php?id=9447668 

滑稽中二梦V,http://maomao.kandiantv.cn/douyu1.php?id=8829706 

我是阿树酱,http://maomao.kandiantv.cn/douyu1.php?id=9486020 

光影故事汇,http://maomao.kandiantv.cn/douyu1.php?id=9541423 

迷影至下Filmlast,http://maomao.kandiantv.cn/douyu1.php?id=9187596 

维立方电影,http://maomao.kandiantv.cn/douyu1.php?id=8706393 

大力学姐,http://maomao.kandiantv.cn/douyu1.php?id=8784719 

朔涵君,http://maomao.kandiantv.cn/douyu1.php?id=9354201 

少女娜娜酱,http://maomao.kandiantv.cn/douyu1.php?id=9445557 

我是一只粽子啊啊,http://maomao.kandiantv.cn/douyu1.php?id=8867276 

律子桑,http://maomao.kandiantv.cn/douyu1.php?id=9371308 

八月看大片,http://maomao.kandiantv.cn/douyu1.php?id=8816671 

华白雨,http://maomao.kandiantv.cn/douyu1.php?id=9495454 

小超讲电影,http://maomao.kandiantv.cn/douyu1.php?id=3432645 


冷君聊大片,http://maomao.kandiantv.cn/douyu1.php?id=9666219 

小鹏漫剪,http://maomao.kandiantv.cn/douyu1.php?id=9476810 


辰哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=9371407 

正直的陈易,http://maomao.kandiantv.cn/douyu1.php?id=9365118 

女王泡面V,http://maomao.kandiantv.cn/douyu1.php?id=9369937 

香兰爱影视,http://maomao.kandiantv.cn/douyu1.php?id=9487090 

I'm周墨看电影,http://maomao.kandiantv.cn/douyu1.php?id=9505584 

龙哥盘电影,http://maomao.kandiantv.cn/douyu1.php?id=9736161 

潜伏sc,http://maomao.kandiantv.cn/douyu1.php?id=9458345 


锅盖哒,http://maomao.kandiantv.cn/douyu1.php?id=9398828 

奇怪电影,http://maomao.kandiantv.cn/douyu1.php?id=9440966 

黑色脑回路,http://maomao.kandiantv.cn/douyu1.php?id=9339300 

调侃贫道XIN版,http://maomao.kandiantv.cn/douyu1.php?id=9463586 

Michael说大片,http://maomao.kandiantv.cn/douyu1.php?id=8841881 

The莱纳电影,http://maomao.kandiantv.cn/douyu1.php?id=9356937 

钱小元说电影,http://maomao.kandiantv.cn/douyu1.php?id=9368265 

轻风乍起的号,http://maomao.kandiantv.cn/douyu1.php?id=9445489 

11No巴蒂11,http://maomao.kandiantv.cn/douyu1.php?id=9455937 


新视角解说,http://maomao.kandiantv.cn/douyu1.php?id=8813254 


猫叔说电影,http://maomao.kandiantv.cn/douyu1.php?id=9820039 

I'm fan a电影笔记,http://maomao.kandiantv.cn/douyu1.php?id=9636034 

马老师是马也Sama,http://maomao.kandiantv.cn/douyu1.php?id=8821892 


总之看电影,http://maomao.kandiantv.cn/douyu1.php?id=8978669 

小浅说电影,http://maomao.kandiantv.cn/douyu1.php?id=9665834 

汪哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=9312685 

桃红梨白专栏,http://maomao.kandiantv.cn/douyu1.php?id=9568196 

小爱看大片,http://maomao.kandiantv.cn/douyu1.php?id=9312805 

晓麦讲电影,http://maomao.kandiantv.cn/douyu1.php?id=453963 

甜粉粉的旅人呀,http://maomao.kandiantv.cn/douyu1.php?id=7335280 

灵佑奇谈,http://maomao.kandiantv.cn/douyu1.php?id=9678207 

撩电影8,http://maomao.kandiantv.cn/douyu1.php?id=9351043 

I'm a老王的夜电影院,http://maomao.kandiantv.cn/douyu1.php?id=3498219 

可乐撩电影,http://maomao.kandiantv.cn/douyu1.php?id=9371552 

说笑武林,http://maomao.kandiantv.cn/douyu1.php?id=10329706 

The婧公子,http://maomao.kandiantv.cn/douyu1.php?id=9464182 

西施撩电影,http://maomao.kandiantv.cn/douyu1.php?id=7532080 

电影先锋V,http://maomao.kandiantv.cn/douyu1.php?id=8711212 

丽姐说电影,http://maomao.kandiantv.cn/douyu1.php?id=9437283 

狗毛电影,http://maomao.kandiantv.cn/douyu1.php?id=9356637 

发条张的电影,http://maomao.kandiantv.cn/douyu1.php?id=2164691 

阅后瞎聊,http://maomao.kandiantv.cn/douyu1.php?id=7495810 

快哥说老片,http://maomao.kandiantv.cn/douyu1.php?id=10411518 

锦书致南辞阿,http://maomao.kandiantv.cn/douyu1.php?id=2894528 

豆客解说,http://maomao.kandiantv.cn/douyu1.php?id=8883122 

国语译制,http://maomao.kandiantv.cn/douyu1.php?id=2436390 

欢乐颂,http://maomao.kandiantv.cn/douyu1.php?id=3756989 

好先生,http://maomao.kandiantv.cn/douyu1.php?id=9650792 

科幻Fans,http://maomao.kandiantv.cn/douyu1.php?id=3508304 

美剧解说,http://maomao.kandiantv.cn/douyu1.php?id=9643264 

美片解说,http://maomao.kandiantv.cn/douyu1.php?id=9123570 

科幻解说,http://maomao.kandiantv.cn/douyu1.php?id=9338839 

娱乐扒叔,http://maomao.kandiantv.cn/douyu1.php?id=9624581 
粤语剧集,http://maomao.kandiantv.cn/douyu1.php?id=10338873 

粤语经典综艺,http://maomao.kandiantv.cn/douyu1.php?id=7919720 

粤语电影1,http://maomao.kandiantv.cn/douyu1.php?id=5033502

粤语电影2,http://maomao.kandiantv.cn/douyu1.php?id=6566671
🐠斗鱼影视,#genre#
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422

斗鱼频道,http://zzy789.xyz/douyu1.php?id=2436390
斗鱼电2y,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影1y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p

斗鱼电影3y,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影4y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
电影频道1,http://zby.xjqxz.top/zh01/live.m3u8

电影频道2,http://zby.xjqxz.top/zh02/live.m3u8

电影频道3,http://zby.xjqxz.top/zh03/live.m3u8

电影频道4,http://zby.xjqxz.top/zh04/live.m3u8

电影频道5,http://zby.xjqxz.top/zh05/live.m3u8

电影频道6,http://zby.xjqxz.top/zh07/live.m3u8

电影频道7,http://zby.xjqxz.top/zh08/live.m3u8

电影频道8,http://zby.xjqxz.top/zh09/live.m3u8

电影频道9,http://zby.xjqxz.top/zh10/live.m3u8

国产1,http://zby.xjqxz.top/live18/live.m3u8

国产2,http://zby.xjqxz.top/gcwx2/live.m3u8

国产3,http://zby.xjqxz.top/gcwx3/live.m3u8

国产4,http://zby.xjqxz.top/gcwx4/live.m3u8

国产5,http://zby.xjqxz.top/gcwx5/live.m3u8

轮播1,http://zby.xjqxz.top/hkdy1/live.m3u8

轮播2,http://zby.xjqxz.top/hkdy2/live.m3u8

好莱坞大片,http://zby.xjqxz.top/hlwdy1/live.m3u8

中外喜剧轮播,http://zby.xjqxz.top/live13/live.m3u8

007轮播,http://zby.xjqxz.top/live5/live.m3u8

电影•灵幻童子•第①集,https://txmov2.a.kwimgs.com/bs3/video-hls/5212916662683560804_hlsb.m3u8
电影•灵幻童子•第②集,https://txmov2.a.kwimgs.com/bs3/video-hls/5232619908772011940_hlsb.m3u8
电影•灵幻童子•第③集,https://txmov2.a.kwimgs.com/bs3/video-hls/5220516486244355729_hlsb.m3u8
电影•灵幻童子•第④集大结局,https://txmov2.a.kwimgs.com/bs3/video-hls/5192368988319647426_hlsb.m3u8
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐影院-2台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
🤡戏曲频道,#genre#
曲剧《桑林收子》,http://gcw.bdcdn.shoujiduoduo.com/v/190617/2282c7e70fc99fe1e7e065e32b1ab2b9.mp4
曲剧《四郎探母》,http://gcw.bdcdn.shoujiduoduo.com/v/191208/1aef74e8889ab9199f60927ac66b0885.mp4
曲剧《四郎探母》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/c981286b5772c5c5351b202973680264.mp4
曲剧《背靴访帅》,http://gcw.bdcdn.shoujiduoduo.com/v/200831/2d7d5874b132f83b8f6d7c2e24ee3cdf.mp4
曲剧《李豁子做梦》,http://gcw.bdcdn.shoujiduoduo.com/v/191208/d1a3c9f90719f7eebdafd964b7bcb8f8.mp4
曲剧《刘公案》,http://gcw.bdcdn.shoujiduoduo.com/v/190429/2ef6445a1215cf06049cac61d72f201e.mp4
曲剧《风雪配》,http://gcw.bdcdn.shoujiduoduo.com/v/190702/3e371e8c94d2e1070319298ce2f9c2b7.mp4
名家演唱会,http://gcw.bdcdn.shoujiduoduo.com/v/190710/acb4c10132c1db9122b9fc1d9bb662e1.mp4
曲剧《十八哭》,http://gcw.bdcdn.shoujiduoduo.com/v/190304/7dc7811188639217fb8299804021325f.mp4
曲剧《王华买爹》,http://gcw.bdcdn.shoujiduoduo.com/v/190902/19ce2ae8133857ae7ffc2dbe0c674a3b.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190404/fe8abd72959145ed7ca5b56342849b89.mp4
曲剧《卷席筒》,http://gcw.bdcdn.shoujiduoduo.com/v/190527/315a044c2b9cf3a17e2b37ef09e21cd5.mp4
曲剧小段,http://gcw.bdcdn.shoujiduoduo.com/v/190513/4a77c50ae75a653dfbf5396f45c592e3.mp4
曲剧【借簪子】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190428/002d8daebc70bfbe6e809d28b55084af.mp4
曲剧《荆钗记》,http://gcw.bdcdn.shoujiduoduo.com/v/190706/f24473d42d884882617f29ab1157b8ab.mp4
曲剧《五福临门》【全场】,http://gcw.bdcdn.shoujiduoduo.com/v/200302/3b18c2c8f578035387fc737d88dd8f9e.mp4
曲剧《李豁子》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201105/3e869cb57c096666978b871997e1781e.mp4
曲剧全集《惊蛰》-上集,http://gcw.bdcdn.shoujiduoduo.com/v/201105/8fb403bfce72a9ae63ec389b5c756092.mp4
曲剧,http://gcw.bdcdn.shoujiduoduo.com/v/190419/9e086a2c7ef700f51bb480e522a947ae.mp4
曲剧《李豁子说媒》-_超清,http://gcw.bdcdn.shoujiduoduo.com/v/190325/3635fa4901fb8f63a26cf623a9c3c549.mp4
曲剧《武家坡》全场,http://gcw.bdcdn.shoujiduoduo.com/v/191207/d25810bf3aa56d64dcfa0722c0682570.mp4
曲剧《卷席筒》海连池、刘兰玉、马二章(79年舞台版),http://gcw.bdcdn.shoujiduoduo.com/v/190501/effda381decab3a9da4e1d8090de384a.mp4
曲剧《李豁子离婚》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201115/66568433507300287649a7579cfe59d0.mp4
曲剧【赵氏孤儿】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190325/870b319c7c76d1454305c961de3193d7.mp4
曲剧《龙情》,http://gcw.bdcdn.shoujiduoduo.com/v/190213/83b5aee6b0ae5ea6e0951c9169838997.mp4
曲剧《哑女告状》完整版,http://gcw.bdcdn.shoujiduoduo.com/v/200608/7fcc1b27a03acfbf1b7b8379370387fa.mp4
曲剧《卷席筒》选段,http://gcw.bdcdn.shoujiduoduo.com/v/200618/f72a7218b1eded2f2b7bf043176f92a7.mp4
曲剧《铡赵王》,http://gcw.bdcdn.shoujiduoduo.com/v/190924/93b9d37f2c7420477a1b082c77a06220.mp4
曲剧名家李亚军、刘艳丽曲剧《寇准背靴》小花园送饭选段！,http://gcw.bdcdn.shoujiduoduo.com/v/200331/c24282ad8c68477224055f19d324b30e.mp4
张新芳——曲剧《陈三两》：陈三两迈步上公庭,http://gcw.bdcdn.shoujiduoduo.com/v/210118/6c7200369ec769f15448231b47e8bab3.mp4
曲剧《秦香莲挂帅》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/98131f0938de177cb3ffbe7aa49f6632.mp4
曲剧海连池曲剧团《郭威反朝》03,http://gcw.bdcdn.shoujiduoduo.com/v/190225/9fbb0cb5e5338b29f6d9946fd7051adb.mp4
曲剧《刘全进瓜》,http://gcw.bdcdn.shoujiduoduo.com/v/190920/bd1f1d3a930f50f5ffbed6792da7865a.mp4
曲剧《楚山宝》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/1ade9113a8bcc9385cc6e9df9871a27e.mp4
曲剧《刘公案》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201026/22e51c748600e5e42bc5a138c62c5160.mp4
曲剧下朝来一边走一边长叹李天方,http://gcw.bdcdn.shoujiduoduo.com/v/190718/664cfdec0eb7ae39b7ff5c3daab7729c.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190404/59e91848a56166a30a275089daf59b9a.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190315/5d17a97a41c3debe8551adc2928b1ed8.mp4
乔华云演唱曲剧《王小赶脚》选场,http://gcw.bdcdn.shoujiduoduo.com/v/190524/74c592424d50fd8dda66f52b9b30a650.mp4
教闺女,http://gcw.bdcdn.shoujiduoduo.com/v/210127/870fd252bad1a37fbbc7f19196b2e9cf.mp4
河南曲剧《四郎探母》【探母一折】,http://gcw.bdcdn.shoujiduoduo.com/v/190505/a7900e9cbc6b71e46d7a1a895b103033.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/94ace5d3a1f02e68621b32b0b3477b9f.mp4
曲剧《秦香莲》方素珍、侯庆祥、李春景-河南省曲剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190907/9de92127ec2567101234d761b31c1a66.mp4
马骐版河南曲剧《背靴访帅》姜还是老的辣!,http://gcw.bdcdn.shoujiduoduo.com/v/200919/906b70f4cd6f3ad139a2d4986cc48a78.mp4
曲剧：刘垒、郭晓晓、郭艺芳《吴汉杀妻》内录音（洛阳市新安县曲剧团）,http://gcw.bdcdn.shoujiduoduo.com/v/190213/bccccb0837a838d9996b9fae89e4d493.mp4
中原名丑张晓英曲剧《老两口玩浪漫》真搞笑！,http://gcw.bdcdn.shoujiduoduo.com/v/190330/4f21f789c48f1c4a9c739e26056a65af.mp4
曲剧-海连池《卷席筒》大老爷你稳坐在察院,http://gcw.bdcdn.shoujiduoduo.com/v/190511/4951d7d9e0b1a93c4fa696f45d5ac664.mp4
曲剧《柜中缘》,http://gcw.bdcdn.shoujiduoduo.com/v/190224/a43970035d5ea22b1d9e0e7b60415bd4.mp4
曲剧《包公辞朝》怒打王强-马遂合演唱,http://gcw.bdcdn.shoujiduoduo.com/v/191207/e3686f25f7c417454dbd2be4d0fbc87b.mp4
秦芳欣表演,http://gcw.bdcdn.shoujiduoduo.com/v/190613/1b015c533e065640f025f440158384ae.mp4
曲剧_陈三两(孔素红)陈三两漫步上公庭,http://gcw.bdcdn.shoujiduoduo.com/v/190710/916c9cf23da02dfea6e1bc13dd328bf6.mp4
海连池曲剧《卷席筒》经典选段：小仓娃跪大堂诉冤枉,http://gcw.bdcdn.shoujiduoduo.com/v/190223/09e4765a1fdf115854f683e7fa863377.mp4
十冬腊月天你不该拿着那芦花当丝棉,http://gcw.bdcdn.shoujiduoduo.com/v/190519/46d622ba7c7985c5e8045be5a1975188.mp4
李天方夫妇演唱曲剧《苍娃找爹》就,http://gcw.bdcdn.shoujiduoduo.com/v/190624/0a20f9fccd7449afab722eed0ef0eedf.mp4
曲剧名家胡希华曲剧《李豁子我遭了啥罪》,http://gcw.bdcdn.shoujiduoduo.com/v/190711/123d9450d12ba8ac814e5842c1463256.mp4
“小仓娃我离了-登封小县”选段-曲剧《卷席筒》杨学,http://gcw.bdcdn.shoujiduoduo.com/v/190602/8b28dec624f172d186f11fc7290c48ff.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190714/79f329b25bd56d24d99d64c49da7ca84.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190926/edde31e6fcbc72a7ef2203b9b9cad3a0.mp4
南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/191003/1dacb6c7907dae26e14d1043cdcc8800.mp4
不愧是戏曲上的不倒翁,http://gcw.bdcdn.shoujiduoduo.com/v/190617/d37e4e0a63b5cfd4ec0c05edb64351e4.mp4
(曲剧【秦香莲】全场●河南省曲剧团●★mp4,http://gcw.bdcdn.shoujiduoduo.com/v/190318/114d1ca4f536bc0b172ceb9ddb07eb36.mp4
李天方演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190609/6690ac91bca405dca8cada0ced8b054d.mp4
20130928李豁子唱段.曲剧表演艺术家李天方演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190304/951409acd26e4d06be3d1b6ea1bc4ad8.mp4
曲剧小折子《孤男寡女》李天方,http://gcw.bdcdn.shoujiduoduo.com/v/190706/3676c145c6f733a449f10d5bf1c6f500.mp4
凄惨结局!,http://gcw.bdcdn.shoujiduoduo.com/v/190703/964530e611ef9c0f468187530ff35df5.mp4
曲剧全场戏【下陈州】上集★,http://gcw.bdcdn.shoujiduoduo.com/v/191207/33327eea240ea54022d0024e4c8c8454.mp4
南阳市宛东青年曲剧团,http://gcw.bdcdn.shoujiduoduo.com/v/191012/bb2fb4f0811d29c56dd6edfd9427b752.mp4
好听,http://gcw.bdcdn.shoujiduoduo.com/v/190203/578c5362ec8840f354a99196387f11d5.mp4
新婚夜红灯亮鼓乐齐鸣,http://gcw.bdcdn.shoujiduoduo.com/v/201113/680de1c6c1d7fdeac9c8f24a966cf008.mp4
现代曲剧--《慈母情和慈母心》合集。,http://gcw.bdcdn.shoujiduoduo.com/v/201112/274d53474cf5251ff953ce385c73cc67.mp4
（梨园春版）,http://gcw.bdcdn.shoujiduoduo.com/v/190822/5668e504ad82c60607d315479d821990.mp4
曲剧《红娘》曲剧名家刘青演唱,http://gcw.bdcdn.shoujiduoduo.com/v/201226/d0513575077086a2c479c2b06220e361.mp4
河南省曲剧团,http://gcw.bdcdn.shoujiduoduo.com/v/190130/f825d70cb7e1820a4e75a050793dc241.mp4
菏航,http://gcw.bdcdn.shoujiduoduo.com/v/200304/aa62b08f4acc8ddb492fdc3f5b60bb06.mp4
团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190125/ae2171e37909f87af12c02403c484f9f.mp4
王华买爹第1集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/eac79457c0bbc458be19715b4bdc573f.mp4
王华买爹第2集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/060dde67d9a7e11898d2ab7d473b5509.mp4
王华买爹第3集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/55da4c403d2ea51fa5602f304d4febc3.mp4
王华买爹第6集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/27bfba291a0fb4f0bce5377b27f709f5.mp4
王华买爹第7集,http://gcw.bdcdn.shoujiduoduo.com/episodes/210712/10033019/92fa5f80e4dc70d3fdea32b0c386a821.mp4
