全国电视区,#genre#
龙马精神,https://super.ffzy-online6.com/20230603/12901_b0997ad4/2000k/hls/mixed.m3u8
总是有爱在隔离,https://vip.ffzy-play7.com/20230509/24402_8dc9f535/2000k/hls/mixed.m3u8
急先锋,https://vip.ffzy-play6.com/20221113/6503_476b3f6c/2000k/hls/mixed.m3u8
许愿神龙,https://vip.ffzy-play.com/20221015/902_baeb6b70/5000k/hls/mixed.m3u8
十二生肖,https://vip1.lz-cdn8.com/20220816/21825_d7835860/1000k/hls/mixed.m3u8
攀登者,https://vip.ffzy-play7.com/20221111/3124_7cca31fc/2000k/hls/mixed.m3u8
神话,https://vip.ffzy-play6.com/20221017/20_989dd1f8/2000k/hls/mixed.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/2000k/hls/mixed.m3u8
重案组,https://vip1.lz-cdn1.com/20220522/6367_d2e376be/1200k/hls/mixed.m3u8
私人订制,https://vip.ffzy-play6.com/20221019/192_52684124/2000k/hls/mixed.m3u8
龙腾虎跃,https://vip.ffzy-play7.com/20221117/5171_c2d4c959/2000k/hls/mixed.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/2000k/hls/mixed.m3u8
警察故事2013,https://vip1.lz-cdn1.com/20220420/2679_f713e430/1200k/hls/mixed.m3u8
花飞满城春,https://vip.lz-cdn3.com/20230715/20266_4e6d4caf/2000k/hls/mixed.m3u8
火烧岛,https://vip1.lz-cdn1.com/20220522/6326_33ed779b/1200k/hls/mixed.m3u8
千机变,https://vip.ffzy-play2.com/20221019/21_687fe198/2500k/hls/mixed.m3u8
奇迹1989,https://vip1.lz-cdn1.com/20220404/947_529bcfa4/1200k/hls/mixed.m3u8
奇迹,https://vip.ffzy-play6.com/20221020/375_f3ad7248/2000k/hls/mixed.m3u8
特警新人类,https://vip.ffzy-play6.com/20221112/6113_c01821f3/2000k/hls/mixed.m3u8
特务迷城,https://vip.ffzy-play6.com/20221019/111_6edaadc7/2000k/hls/mixed.m3u8
神探蒲松龄,https://vip.lz-cdn3.com/20220930/14326_99ca3fbb/1200k/hls/mixed.m3u8
千机变Ⅱ花都大战,https://vip.ffzy-play6.com/20221020/312_3eb493a6/2000k/hls/mixed.m3u8
寻找成龙,https://vip.ffzy-play7.com/20221127/7273_4ce701a1/2000k/hls/mixed.m3u8
新宿事件,https://vip.ffzy-play7.com/20230314/18148_991eeb8a/2000k/hls/mixed.m3u8
拳精,https://vip.lzcdn2.com/20221112/22448_54ff8ab1/1200k/hls/mixed.m3u8
英伦对决,https://vip.lz-cdn3.com/20221119/16084_02999cf1/1200k/hls/mixed.m3u8
醉拳2,https://vip.ffzy-play6.com/20221129/9308_1fceb255/2000k/hls/mixed.m3u8
龙牌之谜,https://vip.ffzy-play7.com/20221111/3068_d0d6c55d/2000k/hls/mixed.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/2000k/hls/mixed.m3u8
邻家特工,https://vip.ffzy-play6.com/20221127/8589_74f87ca4/2000k/hls/mixed.m3u8
功夫之王,https://vip.lzcdn2.com/20220328/870_2e271dfb/1200k/hls/mixed.m3u8
尖峰时刻,https://vip.ffzy-play6.com/20221112/6414_a02ac2a9/2000k/hls/mixed.m3u8
尖峰时刻2,https://vip.ffzy-play6.com/20221019/81_711525b6/2000k/hls/mixed.m3u8
霹雳火,https://vip1.lz-cdn7.com/20230215/14264_e49dd103/2000k/hls/mixed.m3u8
飞渡卷云山,https://vip1.lz-cdn7.com/20230219/14389_ca87b60c/2000k/hls/mixed.m3u8
龙兄虎弟,https://vip.ffzy-play6.com/20221116/7264_5b0b594e/2000k/hls/mixed.m3u8
双龙会,https://vip.ffzy-play6.com/20221112/6064_afbd5214/2000k/hls/mixed.m3u8
飞龙再生,https://vip.ffzy-play6.com/20221019/72_1934eddc/2000k/hls/mixed.m3u8
尖峰时刻2,https://vip.ffzy-play6.com/20221019/81_711525b6/2000k/hls/mixed.m3u8
尖峰时刻3,https://vip1.lz-cdn1.com/20220516/5780_3d375a51/1200k/hls/mixed.m3u8
乐高幻影忍者大电影,https://vip.ffzy-play6.com/20221104/4075_1df206d7/2000k/hls/mixed.m3u8
飞龙猛将,https://vip.ffzy-play6.com/20221207/10806_a4b679fd/2000k/hls/mixed.m3u8
抢劫坚果店2,https://leshiyuncdn.36s.top/20240203/WmfuEUkk/1614kb/hls/index.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/2500k/hls/mixed.m3u8
曾经相爱的我们,https://vip1.lz-cdn1.com/20220516/5958_f2a5e885/1200k/hls/mixed.m3u8
天下无敌,https://vip.ffzy-online1.com/20240701/53398_5021e587/2000k/hls/mixed.m3u8
新精武门,https://vip.ffzy-play6.com/20221128/9218_225d01b1/2000k/hls/mixed.m3u8
功夫瑜伽,https://vip1.lz-cdn.com/20220812/28130_38a2cfba/1000k/hls/mixed.m3u8
绝地逃亡,https://vip.ffzy-play6.com/20221106/4545_59e4a8c2/2000k/hls/mixed.m3u8
天将雄师,https://vip.ffzy-play6.com/20221031/3078_d47ea8cc/2000k/hls/mixed.m3u8
神奇燕尾服,https://vip.ffzy-play6.com/20221019/127_851b9820/2000k/hls/mixed.m3u8
解忧杂货店,https://vip.lzcdn2.com/20220503/5304_196cade3/1200k/hls/mixed.m3u8
醉拳3,https://vip.lzcdn2.com/20220528/7719_845dbb4a/1200k/hls/mixed.m3u8
蛇形刁手,https://vip1.lz-cdn1.com/20220413/1883_3fd46161/1200k/hls/mixed.m3u8
功夫梦,https://vip.ffzy-play2.com/20221021/183_d195105f/2500k/hls/mixed.m3u8
快餐车,https://vip.ffzy-play7.com/20221115/4694_6f7f88ac/2000k/hls/mixed.m3u8
机器之血,https://vip.ffzy-play6.com/20221104/4069_476e86b1/2000k/hls/mixed.m3u8
龙少爷,https://vip.ffzy-play2.com/20240324/60020_c93c2845/2000k/hls/mixed.m3u8
龙的心https://vip.ffzy-play7.com/20221115/4539_8b9150f6/2000k/hls/mixed.m3u8
大兵小将,https://vip.ffzy-play7.com/20230101/10714_0de1384d/2000k/hls/mixed.m3u8
辛亥革命,https://vip.ffzy-play6.com/20221021/591_72533d75/2000k/hls/mixed.m3u8
铁道飞虎,https://vip.ffzy-play7.com/20221124/6781_bb0a18b1/2000k/hls/mixed.m3u8
秦香莲,https://vip.ffzy-play7.com/20230406/21188_34e1c588/2000k/hls/mixed.m3u8
威龙猛探,https://vip1.lz-cdn7.com/20230212/14191_de7ce1b2/2000k/hls/mixed.m3u8
超级计划,https://vip.ffzy-play7.com/20221112/3764_fd2b007a/2000k/hls/mixed.m3u8
上海正午,https://vip.ffzy-play7.com/20230130/12799_c0437a87/2000k/hls/mixed.m3u8
笑拳怪招,https://vip.ffzy-play6.com/20221128/9213_05050bb8/2000k/hls/mixed.m3u8
西藏小子,https://vip.ffzy-play7.com/20221224/9675_24c6d3c7/2000k/hls/mixed.m3u8
风雨双流星,https://vip.ffzy-play7.com/20221128/7518_67bd51e9/2000k/hls/mixed.m3u8
炮弹飞车2,https://vip1.lz-cdn7.com/20230220/14422_5b8a1aed/2000k/hls/mixed.m3u8
蛇鹤八步,https://vip.ffzy-play6.com/20221128/9119_1b13e298/2000k/hls/mixed.m3u8
师弟出马,https://vip.ffzy-play7.com/20221115/4764_aba20ecc/2000k/hls/mixed.m3u8
少林门,https://vip.ffzy-play6.com/20221128/9114_1d80750e/2000k/hls/mixed.m3u8
少林木人巷,https://vip.ffzy-play6.com/20221128/9115_ff8a121e/2000k/hls/mixed.m3u8
上海正午2：上海骑士,https://vip.ffzy-play7.com/20230131/12903_9b7878c4/2000k/hls/mixed.m3u8
龙拳,https://vip.ffzy-play6.com/20221128/9052_3612e0ff/2000k/hls/mixed.m3u8
密宗圣手,https://vip15.play-cdn15.com/20231015/25082_6da1fa93/2000k/hls/index.m3u8
杀手壕,https://cdn5.yzzy-online.com/20220519/16935_c4300e76/1000k/hls/index.m3u8
警察故事（续集）,https://vip.ffzy-play7.com/20221115/4687_1e3f6f8c/2000k/hls/mixed.m3u8
环游地球八十天,https://vip.ffzy-play7.com/20221206/8255_9aa98c99/2000k/hls/mixed.m3u8
新少林寺,https://vip.ffzy-play.com/20221015/881_3dbc4077/978740/hls/mixed.m3u8
一个好人,https://vip.ffzy-play7.com/20221129/7713_3a3bd3ff/2000k/hls/mixed.m3u8
忠烈图,https://vip.ffzy-play7.com/20221228/10158_15a3aab7/2000k/hls/mixed.m3u8
剑花烟雨江南,https://vip.ffzy-play7.com/20221128/7570_1dca45cc/2000k/hls/mixed.m3u8
地球：神奇的一天,https://vip.lz-cdn3.com/20221114/15887_b3b2f329/1200k/hls/mixed.m3u8
特务迷城,https://vip.lz-cdn1.com/20220411/1661_39b86486/1200k/hls/mixed.m3u8
💥黑软｜大地,#genre#
滨州新闻综合频道,http://pullhls23ee9d41.live.126.net/live/14581ba42b9543139e940d7bd24797a8/playlist.m3u8
滨州公共频道,http://pullhls23ee9d41.live.126.net/live/c493e16c720c4bc2b46129e594ee027a/playlist.m3u8
泰安经济生活,http://zzbb.1545ts.com:8068/live/tatv222.m3u8
泰安综合频道,http://zzbb.1545ts.com:8068/live/tatv0111.m3u8
枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄新闻综合频道,http://stream.zztvzd.com/1/sd/live.m3u8?shandd#http://stream.zztvzd.com/1/sd/live.m3u8
枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8?shandd#http://stream.zztvzd.com/3/sd/live.m3u8
枣庄教育频道,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
菏泽新闻综合频道,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live1/500k/tzwj_video.m3u8
菏泽影视频道,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
菏泽经济生活频道,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd#http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
临沂综合频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd#http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁新闻综合频道,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd#http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
潍坊康养频道,https://wfrtv-live-tz.wfcmw.cn:82/live/35-hypd-wfkypd.m3u8
烟台新闻综合频道,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd#http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd#http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
青岛新闻综合频道,http://hlspull.qtv.com.cn/gwepn2sr/channel/969b06fca3f82c40de59171b3eb9428c/index.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd#http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8#rtmp://sdqz.chinashadt.com:2036/live/stream:3.stream#http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8?shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd#http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
教育卫视,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd#http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8#rtmp://sdqz.chinashadt.com:2036/live/stream:1.stream
青州生活,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
平度,http://112.226.139.185:9999/udp/239.253.254.248:8000
青岛李沧,http://112.226.139.185:9999/udp/239.253.254.249:8000
青岛李沧,http://112.226.139.185:9999/udp/239.253.254.250:8000
青岛李沧,http://112.226.139.185:9999/udp/239.253.254.251:8000
青岛李沧,http://112.226.139.185:9999/udp/239.253.254.252:8000
青岛李沧,http://112.226.139.185:9999/udp/239.253.254.253:8000
青岛生活,http://112.226.139.185:9999/udp/239.253.254.244:8000
青岛综合,http://112.226.139.185:9999/udp/239.253.254.243:8000
青海卫视,http://112.226.139.185:9999/udp/239.253.254.195:8000
山东购物,http://112.226.139.185:9999/udp/239.253.254.104:8000
山东教育,http://112.226.139.185:9999/udp/239.253.254.59:8000
山东农科,http://112.226.139.185:9999/udp/239.253.254.24:8000
山东齐鲁,http://112.226.139.185:9999/udp/239.253.254.114:8000
山东少儿,http://112.226.139.185:9999/udp/239.253.254.25:8000
山东生活,http://112.226.139.185:9999/udp/239.253.254.151:8000
山东体育,http://112.226.139.185:9999/udp/239.253.254.22:8000
山东卫视,http://112.226.139.185:9999/udp/239.253.254.78:8000
山东文旅,http://112.226.139.185:9999/udp/239.253.254.160:8000
山东新闻,http://112.226.139.185:9999/udp/239.253.254.23:8000
山东综艺,http://112.226.139.185:9999/udp/239.253.254.159:8000
深圳卫视,http://112.226.139.185:9999/udp/239.253.254.91:8000
生活时尚,http://112.226.139.185:9999/udp/239.253.254.99:8000
四川卫视,http://112.226.139.185:9999/udp/239.253.254.180:8000
四海钓鱼,http://112.226.139.185:9999/udp/239.253.254.109:8000
四海钓鱼,http://112.226.139.185:9999/udp/239.253.254.144:8000
天津卫视,http://112.226.139.185:9999/udp/239.253.254.89:8000
文物宝库,http://112.226.139.185:9999/udp/239.253.254.141:8000
武术世界,http://112.226.139.185:9999/udp/239.253.254.140:8000
云南卫视,http://112.226.139.185:9999/udp/239.253.254.196:8000
浙江卫视,http://112.226.139.185:9999/udp/239.253.254.84:8000
中国交通,http://112.226.139.185:9999/udp/239.253.254.177:8000
重庆卫视,http://112.226.139.185:9999/udp/239.253.254.38:8000
综合,http://112.226.139.185:9999/udp/239.253.254.245:8000
综合,http://112.226.139.185:9999/udp/239.253.254.246:8000
游戏风云,http://112.226.139.185:9999/udp/239.253.254.95:8000
CCTV1,http://112.226.139.185:9999/udp/239.253.254.77:8000
CCTV2,http://112.226.139.185:9999/udp/239.253.254.232:8000
CCTV3,http://112.226.139.185:9999/udp/239.253.254.191:8000
CCTV4,http://112.226.139.185:9999/udp/239.253.254.111:8000
CCTV4,http://112.226.139.185:9999/udp/239.253.254.186:8000
CCTV4,http://112.226.139.185:9999/udp/239.253.254.187:8000
CCTV5,http://112.226.139.185:9999/udp/239.253.254.192:8000
CCTV5+,http://112.226.139.185:9999/udp/239.253.254.80:8000
CCTV6,http://112.226.139.185:9999/udp/239.253.254.193:8000
CCTV7,http://112.226.139.185:9999/udp/239.253.254.233:8000
CCTV8,http://112.226.139.185:9999/udp/239.253.254.194:8000
CCTV9,http://112.226.139.185:9999/udp/239.253.254.79:8000
CCTV10,http://112.226.139.185:9999/udp/239.253.254.234:8000
CCTV11,http://112.226.139.185:9999/udp/239.253.254.169:8000
CCTV12,http://112.226.139.185:9999/udp/239.253.254.235:8000
CCTV13,http://112.226.139.185:9999/udp/239.253.254.175:8000
CCTV14,http://112.226.139.185:9999/udp/239.253.254.236:8000
CCTV15,http://112.226.139.185:9999/udp/239.253.254.170:8000
CCTV17,http://112.226.139.185:9999/udp/239.253.254.168:8000
CETV1,http://112.226.139.185:9999/udp/239.253.254.110:8000
CETV4,http://112.226.139.185:9999/udp/239.253.254.116:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.182:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.183:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.184:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.185:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.188:8000
CGTN,http://112.226.139.185:9999/udp/239.253.254.189:8000
CHC动作电影,http://112.226.139.185:9999/udp/239.253.254.153:8000
CHC高清电影,http://112.226.139.185:9999/udp/239.253.254.154:8000
CHC家庭影院,http://112.226.139.185:9999/udp/239.253.254.152:8000
安徽卫视,http://112.226.139.185:9999/udp/239.253.254.87:8000
北京卫视,http://112.226.139.185:9999/udp/239.253.254.85:8000
茶频道,http://112.226.139.185:9999/udp/239.253.254.143:8000
东方财经,http://112.226.139.185:9999/udp/239.253.254.94:8000
东方卫视,http://112.226.139.185:9999/udp/239.253.254.86:8000
东南卫视,http://112.226.139.185:9999/udp/239.253.254.105:8000
动漫秀场,http://112.226.139.185:9999/udp/239.253.254.115:8000
都市剧场,http://112.226.139.185:9999/udp/239.253.254.98:8000
法治天地,http://112.226.139.185:9999/udp/239.253.254.96:8000
甘肃卫视,http://112.226.139.185:9999/udp/239.253.254.74:8000
广东卫视,http://112.226.139.185:9999/udp/239.253.254.90:8000
广西卫视,http://112.226.139.185:9999/udp/239.253.254.197:8000
贵州卫视,http://112.226.139.185:9999/udp/239.253.254.113:8000
海南卫视,http://112.226.139.185:9999/udp/239.253.254.179:8000
海洋,http://112.226.139.185:9999/udp/239.253.254.67:8000
河北卫视,http://112.226.139.185:9999/udp/239.253.254.112:8000
河南卫视,http://112.226.139.185:9999/udp/239.253.254.190:8000
黑龙江卫视,http://112.226.139.185:9999/udp/239.253.254.93:8000
湖北卫视,http://112.226.139.185:9999/udp/239.253.254.88:8000
湖南卫视,http://112.226.139.185:9999/udp/239.253.254.82:8000
吉林卫视,http://112.226.139.185:9999/udp/239.253.254.173:8000
江苏卫视,http://112.226.139.185:9999/udp/239.253.254.83:8000
江西卫视,http://112.226.139.185:9999/udp/239.253.254.47:8000
金色学堂,http://112.226.139.185:9999/udp/239.253.254.101:8000
金鹰纪实,http://112.226.139.185:9999/udp/239.253.254.103:8000
金鹰卡通,http://112.226.139.185:9999/udp/239.253.254.117:8000
精彩电影,http://112.226.139.185:9999/udp/239.253.254.142:8000
卡酷少儿,http://112.226.139.185:9999/udp/239.253.254.66:8000
莱西,http://112.226.139.185:9999/udp/239.253.254.247:8000
崂山,http://112.226.139.185:9999/udp/239.253.254.242:8000
梨园,http://112.226.139.185:9999/udp/239.253.254.139:8000
辽宁卫视,http://112.226.139.185:9999/udp/239.253.254.92:8000
魅力足球,http://112.226.139.185:9999/udp/239.253.254.100:8000
威海一套新闻综合频道,http://l1.weihai.tv:8081/hls/969O76hb22.m3u8
山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-1.m3u8
山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-2.m3u8
山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-3.m3u8
山东新闻,http://123.129.70.178:9901/tsfile/live/1000_1.m3u8
山东新闻,http://112.226.139.185:9999/udp/239.253.254.23:8000
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁公共频道,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd
济宁图文频道,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
济宁新闻综合频道,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济宁教育频道,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8
潍坊新闻综合,https://stream1.freetv.fun/wei-fang-xin-wen-zong-he-2.ctv
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
菏泽一套新闻综合频道,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽二套经济生活频道,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500k/tzwj_video.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500k/tzwj_video.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd
优购物电视购物,https://tvlive.ugoshop.com/ugotvlive/ugotv01.m3u8?auth_key=2312509421-0-0-f8f7e886fe98ee0a0c01458710bf26d3
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd
优购物电视购物,https://tvlive.ugoshop.com/ugotvlive/ugotv01.m3u8?auth_key=2312509421-0-0-f8f7e886fe98ee0a0c01458710bf26d3
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8
原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
藏小子,https://vip.ffzy-play7.com/20221224/9675_24c6d3c7/2000k/hls/mixed.m3u8
风雨双流星,https://vip.ffzy-play7.com/20221128/7518_67bd51e9/2000k/hls/mixed.m3u8
炮弹飞车2,https://vip1.lz-cdn7.com/20230220/14422_5b8a1aed/2000k/hls/mixed.m3u8
蛇鹤八步,https://vip.ffzy-play6.com/20221128/9119_1b13e298/2000k/hls/mixed.m3u8
师弟出马,https://vip.ffzy-play7.com/20221115/4764_aba20ecc/2000k/hls/mixed.m3u8
少林门,https://vip.ffzy-play6.com/20221128/9114_1d80750e/2000k/hls/mixed.m3u8
少林木人巷,https://vip.ffzy-play6.com/20221128/9115_ff8a121e/2000k/hls/mixed.m3u8
上海正午2：上海骑士,https://vip.ffzy-play7.com/20230131/12903_9b7878c4/2000k/hls/mixed.m3u8
龙拳,https://vip.ffzy-play6.com/20221128/9052_3612e0ff/2000k/hls/mixed.m3u8
密宗圣手,https://vip15.play-cdn15.com/20231015/25082_6da1fa93/2000k/hls/index.m3u8
杀手壕,https://cdn5.yzzy-online.com/20220519/16935_c4300e76/1000k/hls/index.m3u8
警察故事（续集）,https://vip.ffzy-play7.com/20221115/4687_1e3f6f8c/2000k/hls/mixed.m3u8
环游地球八十天,https://vip.ffzy-play7.com/20221206/8255_9aa98c99/2000k/hls/mixed.m3u8
新少林寺,https://vip.ffzy-play.com/20221015/881_3dbc4077/978740/hls/mixed.m3u8
一个好人,https://vip.ffzy-play7.com/20221129/7713_3a3bd3ff/2000k/hls/mixed.m3u8
忠烈图,https://vip.ffzy-play7.com/20221228/10158_15a3aab7/2000k/hls/mixed.m3u8
剑花烟雨江南,https://vip.ffzy-play7.com/20221128/7570_1dca45cc/2000k/hls/mixed.m3u8
地球：神奇的一天,https://vip.lz-cdn3.com/20221114/15887_b3b2f329/1200k/hls/mixed.m3u8
特务迷城,https://vip.lz-cdn1.com/20220411/1661_39b86486/1200k/hls/mixed.m3u8
💥齐鲁｜大地,#genre#
滨州新闻综合频道,http://pullhls23ee9d41.live.126.net/live/14581ba42b9543139e940d7bd24797a8/playlist.m3u8
滨州公共频道,http://pullhls23ee9d41.live.126.net/live/c493e16c720c4bc2b46129e594ee027a/playlist.m3u8
泰安经济生活,http://zzbb.1545ts.com:8068/live/tatv222.m3u8
泰安综合频道,http://zzbb.1545ts.com:8068/live/tatv0111.m3u8
枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
