 经典电影嘉兴,#genre#
KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
KBS LIFE,http://mytv.dothome.co.kr/ch/catv/5.php
KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
Korea TV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
애니원http://210.97.86.161:9981/stream/channelid/377618692?ticket=
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
KBC TV,https://vod.ikbc.co.kr/KBCTV/tv/chunklist_w1946374378.m3u8
KBC TV,https://vod.ikbc.co.kr/KBCTV/tv/playlist.m3u8
KBS1,mitv://generationnexxxt.com:19806/28676e413f2a477ababeae97e87ef855
KBS2,mitv://generationnexxxt.com:19806/fa378d3829f643d2a87c4c754bbae507
AXN,http://121.160.86.119:9981/stream/channelid/81?ticket=FD318C886693A2DBCE816F68CE42A46AD8C6B07A
Mplex,http://121.160.86.119:9981/stream/channelid/21?ticket=AB42AA1C7D0F070F7B2AB7F9A5EF500770855C9F
TRENDY,http://121.160.86.119:9981/stream/channelid/80?ticket=0929C8AE9AF508AE7A6D13985140AD682019D202
TV조선,http://121.160.86.119:9981/stream/channelid/41?ticket=94837900DBC4EC43A00CC6BCFF159566802B7BF6
씨네프,http://121.160.86.119:9981/stream/channelid/60?ticket=E3EF05E242C78E3C8336A14626E9F59AEE2AA25B
채널S,http://121.160.86.119:9981/stream/channelid/10?ticket=791BFF250B431F1C0CAAB0D193916E246DF068A8
채널S동네방네,http://121.160.86.119:9981/stream/channelid/11?ticket=9251BF1940E99C7411118EE3FE4B9889BEDD0C64
채널뷰,http://121.160.86.119:9981/stream/channelid/51?ticket=E647644EF947FB6AAE956C94A24FEFBC7C67ECCB
채널차이나,http://121.160.86.119:9981/stream/channelid/53?ticket=9A5DFD9B88BAEECB2F821AF87361F147A2AF5AF6
패션앤,http://121.160.86.119:9981/stream/channelid/92?ticket=BBD00361A05B47A47AD94373708D0799887ABF18
Mplex,http://110.47.7.144:9981/stream/channelid/65?
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
KCTV,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
MBN,https://wms2-kortv.akamaized.net/a_live/81992167/smil:20tv121.smil/chunklist_b2500000.m3u8
BTN,http://btn.nowcdn.co.kr/btn/btnlive2m/playlist.m3u8
OC Nhttp://110.47.7.144:9981/stream/channelid/48
tvNhttp://110.47.7.144:9981/stream/channelid/44
SCREENhttp://110.47.7.144:9981/stream/channelid/28
Mnethttp://110.47.7.144:9981/stream/channelid/29
OCN MOVIEShttp://110.47.7.144:9981/stream/channelid/45
CNTVhttp://110.47.7.144:9981/stream/channelid/73
中华TVhttp://110.47.7.144:9981/stream/channelid/97
CMCTVhttp://110.47.7.144:9981/stream/channelid/98
MBC,http://123.254.72.24:1935/tvlive/livestream2/chunklist_w265464937.m3u8
job plus,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
http://8.ykwlm.sinaapp.com/han3.php?id=10
CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
C,http://112.175.51.214:1935/live/myStream/playlist.m3u8
TJMBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
BSMBC,http://stream.bsmbc.com/livetv/BusanMBC_TV_onairstream/playlist.m3u8
JEJUMBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
CJMBC,http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
소상공인방송,http://139.150.248.29:1935/smartlive/558/91258ac21591769e21f41b96f26d883e/playlist.m3u8
한국가요채널Korean Song,http://live.kytv.co.kr:8080/hls/stream.m3u8
KBC SBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
UBC SBS,http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
http://59.23.231.102:1935/live/UBCstream/playlist.m3u8
KBS1,mitv://generationnexxxt.com:19806/28676e413f2a477ababeae97e87ef855
KBS2,mitv://generationnexxxt.com:19806/fa378d3829f643d2a87c4c754bbae507
JTBC,mitv://generationnexxxt.com:19806/4e234cda667b42a8bc3081db3b08bfce
Mnet,mitv://generationnexxxt.com:19806/e4f2d41cce0c4f85a2019f13d1bb2aeb
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
연합뉴스TV,https://wms211-kortv.akamaized.net/a_live/34402987/smil:20ch211.smil/chunklist_b2500000.m3u8
MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
SBS,http://183.99.22.189:9981/stream/channelid/1124346476?
BBSTV(불교),http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
NBS한국농업방송,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
https://media.joycorp.co.kr:4443/live/live_360p/playlist.m3u8
O C N,http://117.123.30.250:9981/stream/channelid/35?
JT BC2,http://117.123.30.250:9981/stream/channelid/71?
ANIONE,http://117.123.30.250:9981/stream/channelid/58
SBS,http://117.123.30.250:9981/stream/channelid/86
MBC,http://117.123.30.250:9981/stream/channelid/84
MBC D,http://117.123.30.250:9981/stream/channelid/59
패션앤,http://117.123.30.250:9981/stream/channelid/39
한국경제TV,http://117.123.30.250:9981/stream/channelid/77
EDGE,http://117.123.30.250:9981/stream/channelid/2
FUN,http://117.123.30.250:9981/stream/channelid/3
MBCON,http://117.123.30.250:9981/stream/channelid/7
SPOTV,http://117.123.30.250:9981/stream/channelid/8
E,http://117.123.30.250:9981/stream/channelid/10
tvN,http://117.123.30.250:9981/stream/channelid/11
CJ,http://117.123.30.250:9981/stream/channelid/12
롯데홈쇼핑,http://117.123.30.250:9981/stream/channelid/15
MBN,http://117.123.30.250:9981/stream/channelid/20
채널A,http://117.123.30.250:9981/stream/channelid/22
DR CUBE,http://117.123.30.250:9981/stream/channelid/24
KTV,http://117.123.30.250:9981/stream/channelid/27
연합뉴스TV,http://117.123.30.250:9981/stream/channelid/29
YTN,http://117.123.30.250:9981/stream/channelid/30
ANIMAX,http://117.123.30.250:9981/stream/channelid/33
뷰,http://117.123.30.250:9981/stream/channelid/34
SCREEN,http://117.123.30.250:9981/stream/channelid/36
OCN MOVIES,http://117.123.30.250:9981/stream/channelid/37
OCN MOVIES2,http://117.123.30.250:9981/stream/channelid/40
CNTV,http://117.123.30.250:9981/stream/channelid/6
Foxhttp://117.123.30.250:9981/stream/channelid/53
JTBC,http://117.123.30.250:9981/stream/channelid/18
TV asia,http://117.123.30.250:9981/stream/channelid/52
KBS1,http://117.123.30.250:9981/stream/channelid/85
인디필름http://117.123.30.250:9981/stream/channelid/5
CINE F,http://117.123.30.250:9981/stream/channelid/38
F,http://117.123.30.250:9981/stream/channelid/39
ENA,http://117.123.30.250:9981/stream/channelid/41
iHQ,http://117.123.30.250:9981/stream/channelid/43
Mnet,http://117.123.30.250:9981/stream/channelid/45
ENA S,http://117.123.30.250:9981/stream/channelid/46
K STAR,http://117.123.30.250:9981/stream/channelid/48
tvN D,http://117.123.30.250:9981/stream/channelid/49
SKY SP,http://117.123.30.250:9981/stream/channelid/50
tvN S,http://117.123.30.250:9981/stream/channelid/51
TVA P,http://117.123.30.250:9981/stream/channelid/52
NOW,http://117.123.30.250:9981/stream/channelid/53
KBSN,http://117.123.30.250:9981/stream/channelid/55
event,http://117.123.30.250:9981/stream/channelid/56
CTS,http://117.123.30.250:9981/stream/channelid/60
BTN,http://117.123.30.250:9981/stream/channelid/61
cpbc,http://117.123.30.250:9981/stream/channelid/62
CS2,http://117.123.30.250:9981/stream/channelid/63
SBS P,http://117.123.30.250:9981/stream/channelid/64
KBS D,http://117.123.30.250:9981/stream/channelid/65
inet,http://117.123.30.250:9981/stream/channelid/66
MBC SP,http://117.123.30.250:9981/stream/channelid/67
SBS SP,http://117.123.30.250:9981/stream/channelid/68
SBS B,http://117.123.30.250:9981/stream/channelid/69
MBC M,http://117.123.30.250:9981/stream/channelid/70
CMC가족오락,http://117.123.30.250:9981/stream/channelid/73
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
TV2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=623
TV3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=644
TV5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
TV6,https://stream.ads.ottera.tv/playlist.m3u8?network_id=751
137购物http://114.108.31.23:80/live/10011.m3u8
SAND BOXhttp://58.142.60.62:9981/stream/channelid/167222103?profile=pass
14,https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
JUMBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
jtbc2http://222.237.71.141:9981/stream/channelid/1803658735?profile=pass
K STARhttp://121.136.153.200:9981/stream/channelid/41

日本频道嘉兴_520,#genre#

nhkworld,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_1M.m3u8
nhkworld,https://cdn.nhkworld.jp/www11/nhkworld-tv/domestic/2003459/live.m3u8
News24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
bs1http://103.197.59.106:5002/bs01.m3u8?token=guoziyun&gid=bs01&channel=zhongying
bs2http://103.197.59.106:5002/bs02.m3u8?token=guoziyun&gid=bs02&channel=zhongying
bs3http://103.197.59.106:5002/bs03.m3u8?token=guoziyun&gid=bs03&channel=zhongying
bs4http://103.197.59.106:5002/bs04.m3u8?token=guoziyun&gid=bs04&channel=zhongying
bs5http://103.197.59.106:5002/bs05.m3u8?token=guoziyun&gid=bs05&channel=zhongying
bs6http://103.197.59.106:5002/bs06.m3u8?token=guoziyun&gid=bs06&channel=zhongying
bs7http://103.197.59.106:5002/bs07.m3u8?token=guoziyun&gid=bs07&channel=zhongying
bs8http://103.197.59.106:5002/bs08.m3u8?token=guoziyun&gid=bs08&channel=zhongying
bs
11http://103.197.59.106:5002/bs11.m3u8?token=guoziyun&gid=bs11&channel=zhongying
bs12http://103.197.59.106:5002/bs12.m3u8?token=guoziyun&gid=bs12&channel=zhongying
bs
14http://103.197.59.106:5002/bs14.m3u8?token=guoziyun&gid=bs14&channel=zhongying
bs15http://103.197.59.106:5002/bs15.m3u8?token=guoziyun&gid=bs15&channel=zhongying
bs
18http://103.197.59.106:5002/bs18.m3u8?token=guoziyun&gid=bs18&channel=zhongying
bs19http://103.197.59.106:5002/bs19.m3u8?token=guoziyun&gid=bs19&channel=zhongying
bs20http://103.197.59.106:5002/bs20.m3u8?token=guoziyun&gid=bs20&channel=zhongying
bs21http://103.197.59.106:5002/bs21.m3u8?token=guoziyun&gid=bs21&channel=zhongying
bs22http://103.197.59.106:5002/bs22.m3u8?token=guoziyun&gid=bs22&channel=zhongying
bs23http://103.197.59.106:5002/bs23.m3u8?token=guoziyun&gid=bs23&channel=zhongying
bs24http://103.197.59.106:5002/bs24.m3u8?token=guoziyun&gid=bs24&channel=zhongying
bs25http://103.197.59.106:5002/bs25.m3u8?token=guoziyun&gid=bs25&channel=zhongying
bs26http://103.197.59.106:5002/bs26.m3u8?token=guoziyun&gid=bs26&channel=zhongying
bs31http://103.197.59.106:5002/bs31.m3u8?token=guoziyun&gid=bs31&channel=zhongying
cs1http://103.197.59.106:5002/cs01.m3u8?token=guoziyun&gid=cs01&channel=zhongying	
cs2http://103.197.59.106:5002/cs02.m3u8?token=guoziyun&gid=cs02&channel=zhongying	
cs3http://103.197.59.106:5002/cs03.m3u8?token=guoziyun&gid=cs03&channel=zhongying	
cs4http://103.197.59.106:5002/cs04.m3u8?token=guoziyun&gid=cs04&channel=zhongying	
cs5http://103.197.59.106:5002/cs05.m3u8?token=guoziyun&gid=cs05&channel=zhongying	
cs6http://103.197.59.106:5002/cs06.m3u8?token=guoziyun&gid=cs06&channel=zhongying	
cs7http://103.197.59.106:5002/cs07.m3u8?token=guoziyun&gid=cs07&channel=zhongying	
cs8http://103.197.59.106:5002/cs08.m3u8?token=guoziyun&gid=cs08&channel=zhongying	
cs9http://103.197.59.106:5002/cs09.m3u8?token=guoziyun&gid=cs09&channel=zhongying	
cs10http://103.197.59.106:5002/cs10.m3u8?token=guoziyun&gid=cs10&channel=zhongying	
cs11http://103.197.59.106:5002/cs11.m3u8?token=guoziyun&gid=cs11&channel=zhongying	
cs12http://103.197.59.106:5002/cs12.m3u8?token=guoziyun&gid=cs12&channel=zhongying	
cs13http://103.197.59.106:5002/cs13.m3u8?token=guoziyun&gid=cs13&channel=zhongying	
cs14http://103.197.59.106:5002/cs14.m3u8?token=guoziyun&gid=cs14&channel=zhongying	
cs15http://103.197.59.106:5002/cs15.m3u8?token=guoziyun&gid=cs15&channel=zhongying	
cs16http://103.197.59.106:5002/cs16.m3u8?token=guoziyun&gid=cs16&channel=zhongying	
cs17http://103.197.59.106:5002/cs17.m3u8?token=guoziyun&gid=cs17&channel=zhongying	
cs18http://103.197.59.106:5002/cs18.m3u8?token=guoziyun&gid=cs18&channel=zhongying	
cs19http://103.197.59.106:5002/cs19.m3u8?token=guoziyun&gid=cs19&channel=zhongying	
cs20http://103.197.59.106:5002/cs20.m3u8?token=guoziyun&gid=cs20&channel=zhongying	
cs21http://103.197.59.106:5002/cs21.m3u8?token=guoziyun&gid=cs21&channel=zhongying	
cs22http://103.197.59.106:5002/cs22.m3u8?token=guoziyun&gid=cs22&channel=zhongying	
cs23http://103.197.59.106:5002/cs23.m3u8?token=guoziyun&gid=cs23&channel=zhongying	
cs24http://103.197.59.106:5002/cs24.m3u8?token=guoziyun&gid=cs24&channel=zhongying	
cs25http://103.197.59.106:5002/cs25.m3u8?token=guoziyun&gid=cs25&channel=zhongying	
cs26http://103.197.59.106:5002/cs26.m3u8?token=guoziyun&gid=cs26&channel=zhongying	
cs27http://103.197.59.106:5002/cs27.m3u8?token=guoziyun&gid=cs27&channel=zhongying	
cs28http://103.197.59.106:5002/cs28.m3u8?token=guoziyun&gid=cs28&channel=zhongying	
cs29http://103.197.59.106:5002/cs29.m3u8?token=guoziyun&gid=cs29&channel=zhongying
gd1http://103.197.59.106:5002/gd01.m3u8?token=guoziyun&gid=gd01&channel=zhongying
gd2http://103.197.59.106:5002/gd02.m3u8?token=guoziyun&gid=gd02&channel=zhongying
gd3http://103.197.59.106:5002/gd03.m3u8?token=guoziyun&gid=gd03&channel=zhongying
gd4http://103.197.59.106:5002/gd04.m3u8?token=guoziyun&gid=gd04&channel=zhongying
gd5http://103.197.59.106:5002/gd05.m3u8?token=guoziyun&gid=gd05&channel=zhongying
gd6http://103.197.59.106:5002/gd06.m3u8?token=guoziyun&gid=gd06&channel=zhongying
gd7http://103.197.59.106:5002/gd07.m3u8?token=guoziyun&gid=gd07&channel=zhongying
gd8http://103.197.59.106:5002/gd08.m3u8?token=guoziyun&gid=gd08&channel=zhongying
gx1http://103.197.59.106:5002/gx01.m3u8?token=guoziyun&gid=gx01&channel=zhongying1&channel=zhongying
gx2http://103.197.59.106:5002/gx02.m3u8?token=guoziyun&gid=gx02&channel=zhongying.36.32.14:5002/gd02.m3u8?token=guoziyun&gid=gd02&channel=zhongying
gx3http://103.197.59.106:5002/gx03.m3u8?token=guoziyun&gid=gx03&channel=zhongyingun&gid=gd03&channel=zhongying
gx4http://103.197.59.106:5002/gx04.m3u8?token=guoziyun&gid=gx04&channel=zhongying2/gd04.m3u8?token=guoziyun&gid=gd04&channel=zhongying
gx5http://103.197.59.106:5002/gx05.m3u8?token=guoziyun&gid=gx05&channel=zhongying05.m3u8?token=guoziyun&gid=gd05&channel=zhongying
gx6http://103.197.59.106:5002/gx06.m3u8?token=guoziyun&gid=gx06&channel=zhongying.m3u8?token=guoziyun&gid=gd06&channel=zhongying
gx7http://103.197.59.106:5002/gx07.m3u8?token=guoziyun&gid=gx07&channel=zhongying.m3u8?token=guoziyun&gid=gd07&channel=zhongying
JOTXhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd07
NHKEhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd02
NHKGhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd01
03http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd03
04http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04
05http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd05
08http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd08
LaLa TVhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs19
WOWOW Livehttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20
WOWOW Primehttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12
Fuji Tv,http://jp.vthanhnetwork.com/Fuji_TV/index.m3u8
TBS,https://tbs4.mov3.co/hls/tbs.m3u8
Nippon,https://ntv4.mov3.co/hls/ntv.m3u8
NHKG,https://nhk4.mov3.co/hls/nhk.m3u8
NHKWorld Premium,https://cdn1.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
Shop Channel,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
東映チャンネル 
映画 ,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=cs14&channel=zhongying
NHK BS1http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11&isp=10&bind=0&uin=159413&playseek=0
NHK BSプレミアムhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&isp=10&bind=0&uin=159413&playseek=0
BS日テレhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=10&bind=0&uin=159413&playseek=0
BS朝日http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
BS-TBShttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=10&bind=0&uin=159413&playseek=0
BSテレ東http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=10&bind=0&uin=159413&playseek=0
BSフジhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=10&bind=0&uin=159413&playseek=0
WOWOW プライムhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=10&bind=0&uin=159413&playseek=0
WOWOW ライブhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20&isp=10&bind=0&uin=159413&playseek=0
WOWOW シネマhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル1http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル2http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル3http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=10&bind=0&uin=159413&playseek=0
BSアニマックスhttp://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&isp=10&bind=0&uin=159413&playseek=0
J Sports 1http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18&isp=10&bind=0&uin=159413&playseek=0
J Sports 2http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19&isp=10&bind=0&uin=159413&playseek=0
J Sports 3http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=10&bind=0&uin=159413&playseek=0
J Sports 4http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=10&bind=0&uin=159413&playseek=0
日本映画専門ch" tvg-logo="./lib/apiv2vMtPnYi.png" group-title="BS
BSアニマックス,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSテレ东,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
GAORA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
LaLaTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS314&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Music ON TV!,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS325&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK教育,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK総合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWシネマ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS193&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWプライム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS191&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWライブ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS192&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
キッズステーション[1024*576[1024*5,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS330&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ゴルフネットワーク,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS262&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スーパー!ドラマTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS310&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スカイA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS250&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スターチャンネル1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS200&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スターチャンネル2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS201&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スターチャンネル3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS202&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
チャンネル银河,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS305&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ东京,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS297&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ファミリー剧场,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS293&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
フジテレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS298&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ホームドラマチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ムービープラス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS240&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
钓りビジョン,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS251&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
歌谣ポップスチャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS329&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレNEWS24,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS349&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレジータス,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS257&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本テレビ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
时代剧専门チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
囲碁?将棋チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS363&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
bs01http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01
bs02http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02
